token_id	region	spectral_trajectory_valid	cpps_trajectory_valid	cpps_left_phone_margin_samples	cpps_right_phone_margin_samples	cpps_failure_reason
LA_E_7452232_0016	Interior_B	True	False	-80.00000000000185	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452232_0017	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7452232_0017	Interior_A	True	False	-80.00000000000185	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452232_0017	Interior_B	True	True	320.0000000000003	320.00000000000085	
LA_E_7452232_0022	Boundary	True	True			
LA_E_7452232_0022	Interior_A	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452232_0022	Interior_B	True	False	-79.9999999999983	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452232_0023	Boundary	True	True			
LA_E_7452232_0023	Interior_A	True	False	-79.9999999999983	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452232_0023	Interior_B	True	True	719.9999999999989	719.9999999999994	
LA_E_7452232_0024	Boundary	True	True			
LA_E_7452232_0024	Interior_A	True	True	719.9999999999989	719.9999999999994	
LA_E_7452232_0024	Interior_B	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452703_0004	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7452703_0004	Interior_A	True	False	-160.00000000000014	-160.00000000000003	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452703_0004	Interior_B	True	True	480.0	479.99999999999966	
LA_E_7452703_0005	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7452703_0005	Interior_A	True	True	480.0	480.0000000000014	
LA_E_7452703_0005	Interior_B	True	False	-8.881784197001252e-13	1.4432899320127035e-12	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452703_0012	Boundary	True	True			
LA_E_7452703_0012	Interior_A	True	True	239.99999999999844	240.00000000000077	
LA_E_7452703_0012	Interior_B	True	False	-1.7763568394002505e-12	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452703_0018	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7452703_0018	Interior_A	True	True	80.00000000000185	79.99999999999885	
LA_E_7452703_0018	Interior_B	True	True	480.00000000000045	479.99999999999744	
LA_E_7452703_0019	Boundary	True	True			
LA_E_7452703_0019	Interior_A	True	True	480.00000000000045	479.99999999999744	
LA_E_7452703_0019	Interior_B	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452703_0022	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7452703_0022	Interior_A	True	True	640.0000000000006	639.9999999999976	
LA_E_7452703_0022	Interior_B	True	True	240.000000000002	239.999999999999	
LA_E_7452703_0025	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7452703_0025	Interior_A	True	False	0.0	-2.9976021664879227e-12	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452703_0025	Interior_B	True	False	-79.9999999999983	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452703_0027	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7452703_0027	Interior_A	True	False	-160.0000000000037	-159.99999999999602	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452703_0027	Interior_B	True	True	159.9999999999966	160.00000000000426	
LA_E_7452703_0037	Boundary	True	True			
LA_E_7452703_0037	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7452703_0037	Interior_B	True	True	160.0000000000037	159.99999999999716	
LA_E_7452703_0038	Boundary	True	True			
LA_E_7452703_0038	Interior_A	True	True	160.0000000000037	159.99999999999716	
LA_E_7452703_0038	Interior_B	True	True	79.9999999999983	79.99999999999885	
LA_E_7453152_0000	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7453152_0000	Interior_A	True	False	1.1102230246251565e-13	-1.1102230246251565e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7453152_0000	Interior_B	True	True	479.9999999999998	480.0000000000001	
LA_E_7453152_0009	Boundary	True	True			
LA_E_7453152_0009	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7453152_0009	Interior_B	True	True	79.9999999999983	80.00000000000063	
LA_E_7453152_0010	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7453152_0010	Interior_A	True	True	79.9999999999983	80.00000000000063	
LA_E_7453152_0010	Interior_B	True	False	0.0	-1.2212453270876722e-12	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7453152_0016	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7453152_0016	Interior_A	True	False	-160.0000000000037	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7453152_0016	Interior_B	True	True	80.00000000000185	79.99999999999885	
LA_E_7453152_0017	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7453152_0017	Interior_A	True	True	80.00000000000185	79.99999999999885	
LA_E_7453152_0017	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7453152_0018	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7453152_0018	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7453152_0018	Interior_B	True	True	159.9999999999966	160.0000000000007	
LA_E_7453152_0019	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7453152_0019	Interior_A	True	True	159.9999999999966	160.0000000000007	
LA_E_7453152_0019	Interior_B	True	False	-79.9999999999983	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7453152_0020	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7453152_0020	Interior_A	True	False	-79.9999999999983	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7453152_0020	Interior_B	True	True	79.9999999999983	80.0000000000024	
LA_E_7453152_0023	Boundary	True	True			
LA_E_7453152_0023	Interior_A	True	False	-79.9999999999983	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7453152_0023	Interior_B	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7453152_0026	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7453152_0026	Interior_A	True	False	-80.00000000000185	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7453152_0026	Interior_B	True	True	400.00000000000216	399.99999999999557	
LA_E_7453152_0027	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7453152_0027	Interior_A	True	True	400.00000000000216	399.99999999999557	
LA_E_7453152_0027	Interior_B	True	True	720.0000000000059	719.9999999999994	
LA_E_7453152_0028	Boundary	True	True			
LA_E_7453152_0028	Interior_A	True	True	720.0000000000059	719.9999999999994	
LA_E_7453152_0028	Interior_B	True	False	-160.0000000000037	-160.00000000000313	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0000	Boundary	True	True			
LA_E_7454400_0000	Interior_A	True	True	79.99999999999996	79.99999999999996	
LA_E_7454400_0000	Interior_B	True	True	159.99999999999835	160.0000000000016	
LA_E_7454400_0001	Boundary	True	True			
LA_E_7454400_0001	Interior_A	True	True	159.99999999999835	160.0000000000016	
LA_E_7454400_0001	Interior_B	True	False	0.0	-3.3306690738754696e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0002	Boundary	True	True			
LA_E_7454400_0002	Interior_A	True	False	0.0	-3.3306690738754696e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0002	Interior_B	True	False	-80.00000000000097	-79.99999999999862	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0003	Boundary	True	True			
LA_E_7454400_0003	Interior_A	True	False	-80.00000000000097	-79.99999999999862	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0003	Interior_B	True	True	160.00000000000014	159.9999999999998	
LA_E_7454400_0006	Boundary	True	True			
LA_E_7454400_0006	Interior_A	True	False	-80.00000000000185	-79.99999999999952	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0006	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0009	Boundary	True	True			
LA_E_7454400_0009	Interior_A	True	True	160.00000000000014	159.99999999999892	
LA_E_7454400_0009	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0010	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454400_0010	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0010	Interior_B	True	True	79.9999999999983	80.00000000000063	
LA_E_7454400_0013	Boundary	True	True			
LA_E_7454400_0013	Interior_A	True	True	239.99999999999844	239.999999999999	
LA_E_7454400_0013	Interior_B	True	True	239.99999999999844	240.00000000000256	
LA_E_7454400_0014	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454400_0014	Interior_A	True	True	239.99999999999844	240.00000000000256	
LA_E_7454400_0014	Interior_B	True	False	-80.00000000000185	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0015	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454400_0015	Interior_A	True	False	-80.00000000000185	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0015	Interior_B	True	False	0.0	-2.9976021664879227e-12	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0016	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454400_0016	Interior_A	True	False	0.0	-2.9976021664879227e-12	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0016	Interior_B	True	True	160.00000000000014	160.0000000000007	
LA_E_7454400_0017	Boundary	True	True			
LA_E_7454400_0017	Interior_A	True	True	160.00000000000014	160.0000000000007	
LA_E_7454400_0017	Interior_B	True	False	-80.00000000000185	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0018	Boundary	True	True			
LA_E_7454400_0018	Interior_A	True	False	-80.00000000000185	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0018	Interior_B	True	True	79.9999999999983	79.99999999999885	
LA_E_7454400_0024	Boundary	True	True			
LA_E_7454400_0024	Interior_A	True	False	-79.9999999999983	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0024	Interior_B	True	False	-79.9999999999983	-80.00000000000485	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0028	Boundary	True	True			
LA_E_7454400_0028	Interior_A	True	False	-159.9999999999966	-160.00000000000313	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0028	Interior_B	True	False	-7.105427357601002e-12	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0029	Boundary	True	True			
LA_E_7454400_0029	Interior_A	True	False	-7.105427357601002e-12	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0029	Interior_B	True	False	-79.9999999999983	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0033	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454400_0033	Interior_A	True	True	319.9999999999932	320.00000000000085	
LA_E_7454400_0033	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0034	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454400_0034	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0034	Interior_B	True	True	160.0000000000037	159.99999999999716	
LA_E_7454400_0035	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454400_0035	Interior_A	True	True	160.0000000000037	159.99999999999716	
LA_E_7454400_0035	Interior_B	True	True	79.9999999999983	79.99999999999885	
LA_E_7454400_0036	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454400_0036	Interior_A	True	True	79.9999999999983	79.99999999999885	
LA_E_7454400_0036	Interior_B	True	False	-159.9999999999966	-160.00000000000313	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0037	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454400_0037	Interior_A	True	False	-159.9999999999966	-160.00000000000313	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454400_0037	Interior_B	True	False	-159.9999999999966	-160.00000000000313	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0002	Boundary	True	True			
LA_E_7454925_0002	Interior_A	True	True	640.0000000000001	640.0000000000002	
LA_E_7454925_0002	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0004	Boundary	True	True			
LA_E_7454925_0004	Interior_A	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0004	Interior_B	True	False	-160.00000000000014	-160.00000000000136	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0006	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454925_0006	Interior_A	True	True	160.00000000000014	160.0000000000007	
LA_E_7454925_0006	Interior_B	True	True	240.00000000000023	239.999999999999	
LA_E_7454925_0007	Boundary	True	True			
LA_E_7454925_0007	Interior_A	True	True	240.00000000000023	239.999999999999	
LA_E_7454925_0007	Interior_B	True	False	-80.00000000000185	-79.99999999999952	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0008	Boundary	True	True			
LA_E_7454925_0008	Interior_A	True	False	-80.00000000000185	-79.99999999999952	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0008	Interior_B	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0013	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454925_0013	Interior_A	True	False	-3.552713678800501e-12	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0013	Interior_B	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0018	Boundary	True	True			
LA_E_7454925_0018	Interior_A	True	False	-3.552713678800501e-12	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0018	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0019	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454925_0019	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0019	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0020	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454925_0020	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0020	Interior_B	True	True	79.9999999999983	79.99999999999885	
LA_E_7454925_0021	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454925_0021	Interior_A	True	True	79.9999999999983	79.99999999999885	
LA_E_7454925_0021	Interior_B	True	True	240.000000000002	239.999999999999	
LA_E_7454925_0025	Boundary	True	True			
LA_E_7454925_0025	Interior_A	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0025	Interior_B	True	True	80.00000000000185	79.9999999999953	
LA_E_7454925_0026	Boundary	True	True			
LA_E_7454925_0026	Interior_A	True	True	80.00000000000185	79.9999999999953	
LA_E_7454925_0026	Interior_B	True	False	-79.9999999999983	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0027	Boundary	True	True			
LA_E_7454925_0027	Interior_A	True	False	-79.9999999999983	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0027	Interior_B	True	False	-160.0000000000037	-159.99999999999602	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0033	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7454925_0033	Interior_A	True	False	-79.9999999999983	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0033	Interior_B	True	True	719.9999999999989	719.9999999999994	
LA_E_7454925_0034	Boundary	True	True			
LA_E_7454925_0034	Interior_A	True	True	719.9999999999989	719.9999999999994	
LA_E_7454925_0034	Interior_B	True	True	79.9999999999983	79.99999999999885	
LA_E_7454925_0035	Boundary	True	True			
LA_E_7454925_0035	Interior_A	True	True	79.9999999999983	79.99999999999885	
LA_E_7454925_0035	Interior_B	True	False	-79.9999999999983	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0036	Boundary	True	True			
LA_E_7454925_0036	Interior_A	True	False	-79.9999999999983	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7454925_0036	Interior_B	True	False	-7.105427357601002e-12	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0002	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455231_0002	Interior_A	True	False	-80.00000000000007	-79.99999999999952	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0002	Interior_B	True	True	79.9999999999983	80.00000000000063	
LA_E_7455231_0003	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455231_0003	Interior_A	True	True	79.9999999999983	80.00000000000063	
LA_E_7455231_0003	Interior_B	True	True	319.9999999999985	320.00000000000085	
LA_E_7455231_0004	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455231_0004	Interior_A	True	True	319.9999999999985	320.00000000000085	
LA_E_7455231_0004	Interior_B	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0008	Boundary	True	True			
LA_E_7455231_0008	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0008	Interior_B	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0009	Boundary	True	True			
LA_E_7455231_0009	Interior_A	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0009	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0011	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455231_0011	Interior_A	True	False	-160.0000000000037	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0011	Interior_B	True	True	80.00000000000185	79.99999999999885	
LA_E_7455231_0014	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455231_0014	Interior_A	True	False	3.552713678800501e-12	-2.9976021664879227e-12	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0014	Interior_B	True	True	239.99999999999844	240.00000000000256	
LA_E_7455231_0020	Boundary	True	True			
LA_E_7455231_0020	Interior_A	True	True	79.9999999999983	79.99999999999885	
LA_E_7455231_0020	Interior_B	True	False	-160.0000000000037	-159.99999999999602	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0021	Boundary	True	True			
LA_E_7455231_0021	Interior_A	True	False	-160.0000000000037	-159.99999999999602	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0021	Interior_B	True	True	399.9999999999986	399.99999999999915	
LA_E_7455231_0022	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455231_0022	Interior_A	True	True	399.9999999999986	399.99999999999915	
LA_E_7455231_0022	Interior_B	True	True	160.0000000000037	159.99999999999716	
LA_E_7455231_0025	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455231_0025	Interior_A	True	True	159.9999999999966	160.00000000000426	
LA_E_7455231_0025	Interior_B	True	True	240.000000000002	239.99999999999545	
LA_E_7455231_0030	Boundary	True	True			
LA_E_7455231_0030	Interior_A	True	True	239.99999999999488	240.00000000000256	
LA_E_7455231_0030	Interior_B	True	False	-160.0000000000037	-159.99999999999602	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0031	Boundary	True	True			
LA_E_7455231_0031	Interior_A	True	False	-160.0000000000037	-159.99999999999602	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0031	Interior_B	True	False	-80.0000000000054	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0034	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455231_0034	Interior_A	True	False	-7.105427357601002e-12	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0034	Interior_B	True	False	-159.9999999999966	-160.00000000000313	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0035	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455231_0035	Interior_A	True	False	-159.9999999999966	-160.00000000000313	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0035	Interior_B	True	True	160.0000000000037	159.99999999999716	
LA_E_7455231_0036	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455231_0036	Interior_A	True	True	160.0000000000037	159.99999999999716	
LA_E_7455231_0036	Interior_B	True	False	-160.0000000000037	-159.99999999999602	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0040	Boundary	True	True			
LA_E_7455231_0040	Interior_A	True	False	-79.9999999999983	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455231_0040	Interior_B	True	True	79.9999999999983	79.99999999999885	
LA_E_7455353_0000	Boundary	True	True			
LA_E_7455353_0000	Interior_A	True	False	-160.00000000000014	-160.00000000000313	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455353_0000	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455353_0001	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455353_0001	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455353_0001	Interior_B	True	True	400.00000000000216	399.99999999999915	
LA_E_7455353_0002	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455353_0002	Interior_A	True	True	400.00000000000216	399.99999999999915	
LA_E_7455353_0002	Interior_B	True	False	-80.0000000000054	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455353_0003	Boundary	True	True			
LA_E_7455353_0003	Interior_A	True	False	-80.0000000000054	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455353_0003	Interior_B	True	True	240.000000000002	239.99999999999545	
LA_E_7455353_0004	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455353_0004	Interior_A	True	True	240.000000000002	239.99999999999545	
LA_E_7455353_0004	Interior_B	True	True	400.0000000000057	399.99999999999915	
LA_E_7455353_0009	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455353_0009	Interior_A	True	False	-159.9999999999966	-160.00000000000313	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455353_0009	Interior_B	True	True	79.9999999999983	79.99999999999885	
LA_E_7455353_0010	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455353_0010	Interior_A	True	True	79.9999999999983	79.99999999999885	
LA_E_7455353_0010	Interior_B	True	False	-79.9999999999983	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455353_0011	Boundary	True	True			
LA_E_7455353_0011	Interior_A	True	False	-80.0000000000054	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455353_0011	Interior_B	True	False	-159.9999999999966	-160.00000000000313	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455359_0001	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455359_0001	Interior_A	True	False	-159.99999999999991	-159.9999999999998	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455359_0001	Interior_B	True	True	159.9999999999997	159.9999999999998	
LA_E_7455359_0002	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455359_0002	Interior_A	True	True	159.9999999999997	159.9999999999998	
LA_E_7455359_0002	Interior_B	True	True	320.0000000000003	319.99999999999994	
LA_E_7455359_0003	Boundary	True	True			
LA_E_7455359_0003	Interior_A	True	True	320.0000000000003	319.99999999999994	
LA_E_7455359_0003	Interior_B	True	False	8.881784197001252e-13	-3.3306690738754696e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455359_0004	Boundary	True	True			
LA_E_7455359_0004	Interior_A	True	False	8.881784197001252e-13	-3.3306690738754696e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455359_0004	Interior_B	True	True	160.00000000000014	160.0000000000007	
LA_E_7455359_0005	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455359_0005	Interior_A	True	True	160.00000000000014	160.0000000000007	
LA_E_7455359_0005	Interior_B	True	True	239.99999999999844	240.00000000000077	
LA_E_7455359_0006	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7455359_0006	Interior_A	True	True	239.99999999999844	240.00000000000077	
LA_E_7455359_0006	Interior_B	True	False	-1.7763568394002505e-12	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7455359_0007	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
